NUCLEAR OPTION ; Version 0.30.2 ; Data exported on 19/04/2025 8:58:53 AM
UnitName ; Part ; Mass ; StructuralThreshold ; PierceArmor ; PierceTolerance ; BlastArmor ; BlastTolerance ; FireArmor ; FireTolerance
Hyperion Class Carrier;hull_F;1875000;-500;250;1000;300;9;20;20
Hyperion Class Carrier;hull_F2;1875000;-2000;250;1000;300;6;20;20
Hyperion Class Carrier;hull_bow;1875000;-2000;250;1000;300;6;20;20
Hyperion Class Carrier;hull_FFFR;1875000;-2000;250;1000;300;6;20;20
Hyperion Class Carrier;SAM_F;9000;0;100;3;100;3;20;20
Hyperion Class Carrier;hull_FFFL;1875000;-2000;250;1000;300;6;20;20
Hyperion Class Carrier;CIWS_FL;6000;0;100;3;100;3;20;20
Hyperion Class Carrier;hull_FFR;1875000;-2000;250;1000;300;6;20;20
Hyperion Class Carrier;hull_FFL;1875000;-2000;250;1000;300;6;20;20
Hyperion Class Carrier;weaponStores1;0;0;200;1;500;20;4;12
Dynamo Class Destroyer;Destroyer1;1500000;-300;300;1000;300;10;20;20
Dynamo Class Destroyer;Hull_L;750000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_R;750000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_CF;1000000;-400;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_FL;750000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;CIWS_FL;6000;0;100;3;100;3;20;20
Dynamo Class Destroyer;Hull_FR;750000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;CIWS_FR;6000;0;100;3;100;3;20;20
Dynamo Class Destroyer;Hull_CFF;1000000;-400;200;1000;250;6;20;20
Dynamo Class Destroyer;weaponStores2;0;0;100;1;500;20;4;10
Dynamo Class Destroyer;turret_F;200000;-10;150;100;100;6;20;20
Dynamo Class Destroyer;Hull_CFFF;500000;-250;200;1000;250;6;20;20
Dynamo Class Destroyer;SAM_F;9000;0;100;3;100;3;20;20
Dynamo Class Destroyer;Hull_Bridge;100000;-400;150;100;200;6;20;20
Dynamo Class Destroyer;Hull_Radar;100000;-200;150;100;100;6;20;20
Dynamo Class Destroyer;Hull_ExhaustStack;200000;-200;150;100;100;6;20;20
Dynamo Class Destroyer;Hull_CR;1250000;-400;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_hangarFloor;1000000;-400;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_RearL;200000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_RearR;200000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;Hull_hangarL;750000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;CIWS_RL;6000;0;100;3;100;3;20;20
Dynamo Class Destroyer;Hull_hangarR;750000;-500;200;1000;250;6;20;20
Dynamo Class Destroyer;CIWS_RR;6000;0;100;3;100;3;20;20
Dynamo Class Destroyer;Hull_CruiseMissileBattery3;200000;-400;200;1000;250;6;20;20
Dynamo Class Destroyer;weaponStores1;0;0;100;1;500;20;4;10
Dynamo Class Destroyer;Hull_hangarRoof;100000;-400;200;1000;250;6;20;20
Dynamo Class Destroyer;SAM_R;9000;0;100;3;100;3;20;20
Annex Class Carrier;AssaultCarrier1;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;weaponStores2;0;0;200;1;500;20;4;10
Annex Class Carrier;hull_RL;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_RR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_wellDeck;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_RRL;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;deck_RRR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;CIWS_turret_R;4000;0;100;5;100;1;1;20
Annex Class Carrier;deck_RR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;welldeck_door;0;0;100;1;100;1;20;1
Annex Class Carrier;hull_RRR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hangar_RR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;deck_R;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;tower_R1;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;tower_R2;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;Radar;200;0;100;3;100;3;20;20
Annex Class Carrier;missile_turret_R;6000;0;100;5;100;1;1;20
Annex Class Carrier;hull_L;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_FR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_FL;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_FFL;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_FFR;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;hull_bow;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;CIWS_turret_F;4000;0;100;5;100;1;1;20
Annex Class Carrier;mainCannon_turret;6000;0;100;5;100;1;1;20
Annex Class Carrier;deck_FF;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;weaponStores1;0;0;200;1;500;20;4;12
Annex Class Carrier;tower_F1;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;tower_F2;1820000;-500;250;1000;300;9;20;20
Annex Class Carrier;missile_turret_F;6000;0;100;5;100;1;1;20
Annex Class Carrier;deck_F;1820000;-500;250;1000;300;9;20;20
OTB-31 landing craft;LandingCraft1;50000;-300;100;40;100;6;20;20
OTB-31 landing craft;cover;5000;-200;100;20;100;4;20;20
OTB-31 landing craft;hull_F;30000;-100;100;40;100;6;20;20
OTB-31 landing craft;hull_FL;20000;-100;100;40;100;6;20;20
OTB-31 landing craft;turret;0;0;50;5;10;1;2;5
OTB-31 landing craft;hull_FR;20000;-100;100;40;100;6;20;20
OTB-31 landing craft;missile_turret;400;0;100;5;100;1;1;20
OTB-31 landing craft;door1;0;0;30;1;30;1;20;1
OTB-31 landing craft;door2;0;0;30;1;30;1;20;1
OTB-31 landing craft;hull_RR;20000;-100;100;40;100;6;20;20
OTB-31 landing craft;hull_RL;20000;-100;100;40;100;6;20;20
